ID	T	d	DEPARTAMENTO	MACROSECTOR	CATEGORIA	ACTIVO	PASIVO	EMPLEOS
1227	0	0	TOLIMA	SinInf	C	4275319	4579576	0
1228	1	0	TOLIMA	SinInf	B	3515390	7263674	0
1229	2	0	TOLIMA	CONSTRUCCION	C	7426118	6849065	1
1230	1	0	BOGOTA	SinInf	C	1160419	592918	0
1231	2	0	PUTUMAYO	SinInf	C	942367	736498	2
1232	7	0	TOLIMA	COMERCIO	C	994370	773484	0
1233	12	0	VALLE	MANUFACTURA	C	326047	199699	0
1234	2	0	VALLE	COMERCIO	C	5388239	2657010	7
1235	0	0	ANTIOQUIA	MANUFACTURA	B	21813698	31911670	139
1236	13	0	VALLE	AGROPECUARIO	C	695711	253840	0
1237	4	1	VALLE	SinInf	C	1049388	7827197	0
1238	5	0	VALLE	COMERCIO	C	16755294	14768649	0
1239	7	0	VALLE	SinInf	C	336977	124524	0
1240	4	0	VALLE	SinInf	C	691180	926944	0
1241	1	0	VALLE	COMERCIO	C	970000	534000	1
1242	2	0	BOGOTA	MANUFACTURA	C	1882959	866398	0
1243	1	0	VALLE	SinInf	C	323850	427228	0
1244	2	0	VALLE	SinInf	C	427429	134819	0
1245	8	0	ARAUCA	CONSTRUCCION	B	13563909	3636017	1
1246	4	0	NARIÑO	SERVICIOS	C	1200596	643380	3
1247	1	0	BOGOTA	SERVICIOS	C	3504083	2044262	1
1248	3	1	BOGOTA	SinInf	C	75001	671773	1
1249	1	0	NARIÑO	COMERCIO	C	9389422	1034510	1
1250	1	0	BOGOTA	SinInf	C	1245184	887426	1
1251	8	0	ANTIOQUIA	COMERCIO	C	441048	3141827	4
1252	4	0	ANTIOQUIA	SERVICIOS	C	2232036	1413741	0
1253	6	0	ANTIOQUIA	SinInf	C	1249178	738853	0
1254	3	0	ANTIOQUIA	SinInf	C	1005834	5142638	1
1255	4	0	ATLANTICO	COMERCIO	C	638657	565200	0
1256	4	0	ANTIOQUIA	SinInf	C	2901537	1160581	0
1257	11	0	ANTIOQUIA	COMERCIO	C	1199603	3643940	4
1258	13	0	ANTIOQUIA	SERVICIOS	C	539906	1385503	0
1259	5	0	ANTIOQUIA	SinInf	C	1003000	1805942	0
1260	2	1	ANTIOQUIA	SinInf	C	12059924	6091730	0
1261	3	0	SANTANDER	SERVICIOS	C	1646740	5648351	5
1262	7	0	ANTIOQUIA	SERVICIOS	C	786691	898571	0
1263	5	0	ANTIOQUIA	SERVICIOS	C	1898161	1795332	0
1264	0	0	ANTIOQUIA	TRANSPORTE	C	722682	646918	0
1265	3	0	ANTIOQUIA	SinInf	C	989600	708081	0
1266	0	0	RISARALDA	SinInf	B	11037279	6867544	1
1267	9	0	ANTIOQUIA	CONSTRUCCION	C	3649027	325400	0
1268	1	0	ANTIOQUIA	SinInf	C	7128201	3583982	1
1269	4	0	ANTIOQUIA	COMERCIO	C	2212245	4371594	4
1270	3	0	ANTIOQUIA	SinInf	C	895000	1508156	1
1271	0	0	ANTIOQUIA	SinInf	C	1889216	10969726	1
1272	0	0	ANTIOQUIA	COMERCIO	C	1844711	2892023	1
1273	1	1	ANTIOQUIA	SinInf	C	346508	718625	0
1274	1	0	ANTIOQUIA	SinInf	C	4111104	2150070	0
1275	0	0	BOGOTA	MANUFACTURA	B	23095750	22990383	0
1276	3	0	BOGOTA	AGROPECUARIO	A	53284516	33824639	11
1277	13	0	ANTIOQUIA	MANUFACTURA	C	5370547	3693070	6
1278	11	0	BOGOTA	MANUFACTURA	B	12695216	7906133	149
1279	4	0	ANTIOQUIA	MANUFACTURA	B	12430342	9288556	55
1280	1	1	BOGOTA	CONSTRUCCION	C	7496805	9359983	0
1281	3	1	BOGOTA	TRANSPORTE	B	24904646	24226354	1
1282	6	0	BOGOTA	SERVICIOS	C	5634659	232040	0
1283	2	0	ATLANTICO	HIDROCARBUROS	C	84550437	85483857	0
1284	10	0	BOGOTA	SERVICIOS	C	130958	43286	0
1285	4	0	ANTIOQUIA	SERVICIOS	C	1526495	5161706	0
1286	0	0	ANTIOQUIA	SERVICIOS	C	1928130	5354489	0
1287	3	1	BOGOTA	SERVICIOS	A	40391854	53364836	1
1288	3	0	ANTIOQUIA	COMERCIO	C	617200	478347	3
1289	4	0	ATLANTICO	COMERCIO	C	3636810	3130665	5
1290	6	0	CHOCO	COMERCIO	C	6334319	4395439	14
1291	0	0	BOLIVAR	CONSTRUCCION	C	19507362736	4430899257	1
1292	5	1	ANTIOQUIA	TRANSPORTE	A	52522922	37670637	1
1293	3	0	BOGOTA	AGROPECUARIO	B	13040338	10344281	147
1294	13	0	BOGOTA	AGROPECUARIO	B	22855560	34219772	423
1295	6	0	MAGDALENA	AGROPECUARIO	C	1151000	478000	23
1296	6	0	ATLANTICO	TRANSPORTE	C	4487806	3680101	12
1297	4	0	ANTIOQUIA	COMERCIO	C	12723385	11255682	1
1298	3	0	BOGOTA	SERVICIOS	B	14423670	5639019	0
1299	2	0	ANTIOQUIA	MANUFACTURA	C	5952866	6467333	59
1300	2	0	BOGOTA	CONSTRUCCION	C	24690365	16449049	23
1301	9	0	BOGOTA	COMERCIO	B	10074276	8490534	0
1302	16	0	RISARALDA	AGROPECUARIO	C	4371552	4637236	33
1303	2	1	VALLE	CONSTRUCCION	C	446016	1082458	1
1304	2	0	BOGOTA	MANUFACTURA	B	28650970	21547889	34
1305	8	0	RISARALDA	COMERCIO	C	4751634	3706975	39
1306	0	0	BOGOTA	SERVICIOS	A	106430602	71726208	1
1307	4	0	VALLE	MANUFACTURA	C	5339266	4818659	120
1308	8	0	CUNDINAMARCA	MANUFACTURA	B	23748569	14385585	135
1309	0	0	GUAJIRA	CONSTRUCCION	B	8985488	5627019	5
1310	1	0	BOLIVAR	COMERCIO	B	11673506	9532418	1
1311	0	1	MAGDALENA	COMERCIO	C	2305807	1832419	13
1312	15	0	CALDAS	MANUFACTURA	C	1959230	1900220	18
1313	12	0	BOGOTA	COMERCIO	C	2286374	1427026	1
1314	1	0	BOGOTA	CONSTRUCCION	A	71204287	67292361	1
1315	0	0	ATLANTICO	MANUFACTURA	B	7400877	5262467	46
1316	1	0	RISARALDA	SERVICIOS	B	11432465	2676966	11
1317	3	0	BOGOTA	SERVICIOS	C	1497356	1214446	1
1318	3	0	ATLANTICO	HIDROCARBUROS	A	311840780	272439577	7
1319	0	0	ANTIOQUIA	CONSTRUCCION	A	124252437	87055278	0
1320	8	0	BOGOTA	MANUFACTURA	B	7295874	6137854	1
1321	16	0	BOGOTA	MANUFACTURA	B	16302656	14633967	53
1322	3	0	ANTIOQUIA	MANUFACTURA	B	26527897	18272804	70
1323	2	1	ANTIOQUIA	MANUFACTURA	C	16545862	22395319	3
1324	6	0	ATLANTICO	CONSTRUCCION	B	29819014	21019605	40
1325	1	0	CUNDINAMARCA	HIDROCARBUROS	C	7167420	5119575	73
1326	4	1	ATLANTICO	COMERCIO	C	20504146	21478319	140
1327	1	0	BOGOTA	CONSTRUCCION	A	166082123	74893383	0
1328	9	0	BOGOTA	SERVICIOS	C	3896488	1267523	27
1329	3	1	BOGOTA	CONSTRUCCION	C	6960	4490	1
1330	0	1	TOLIMA	SERVICIOS	C	529574	2031506	0
1331	15	0	BOGOTA	MANUFACTURA	C	2858080	2451654	35
1332	2	0	BOGOTA	MANUFACTURA	C	4891830	3010678	11
1333	3	0	BOGOTA	CONSTRUCCION	B	19353549	10681445	1
1334	6	0	VALLE	COMERCIO	C	1573134	1023966	0
1335	1	1	NARIÑO	COMERCIO	C	5192323	4832302	0
1336	5	0	VALLE	CONSTRUCCION	C	2755745	2054938	30
1337	10	0	ANTIOQUIA	AGROPECUARIO	A	247388656	79680143	0
1338	3	0	BOGOTA	CONSTRUCCION	B	13000403	7509953	1
1339	2	0	BOGOTA	COMERCIO	C	4038507	2100937	1
1340	2	0	BOGOTA	MANUFACTURA	C	1635454	1372666	2
1341	3	0	BOGOTA	SERVICIOS	C	8127908	6251272	189
1342	8	0	ATLANTICO	COMERCIO	A	51739703	28593015	141
1343	0	1	ATLANTICO	SinInf	C	196393	2500564	4
1344	15	0	VALLE	MANUFACTURA	C	7672541	4620268	172
1345	3	0	BOGOTA	SERVICIOS	C	19507256	13144387	1
1346	2	0	BOLIVAR	CONSTRUCCION	C	4610743	3880537	0
1347	9	0	VALLE	AGROPECUARIO	B	23063726	11335868	25
1348	4	0	ANTIOQUIA	SERVICIOS	A	75350605	47158529	117
1349	5	0	META	HIDROCARBUROS	B	13949125	4065254	1
1350	3	1	BOGOTA	HIDROCARBUROS	B	22592595	23417990	1
1351	10	0	ANTIOQUIA	AGROPECUARIO	C	5446712	791028	58
1352	10	0	ANTIOQUIA	AGROPECUARIO	A	17362426	11825803	188
1353	10	0	ANTIOQUIA	AGROPECUARIO	A	50043044	30058325	495
1354	8	0	BOGOTA	SERVICIOS	A	37251	31833	1
1355	3	0	ATLANTICO	CONSTRUCCION	B	16818104	9130059	22
1356	3	0	CESAR	SERVICIOS	C	6995103	2654293	2
1357	3	0	BOGOTA	AGROPECUARIO	B	11261756	10143473	279
1358	4	0	BOGOTA	MANUFACTURA	C	5191550	4263858	6
1359	0	0	TOLIMA	COMERCIO	A	103151630	87360564	0
1360	1	0	BOGOTA	CONSTRUCCION	B	19882768	13710887	25
1361	0	0	BOGOTA	SERVICIOS	C	8507977	22309397	1
1362	4	0	ATLANTICO	AGROPECUARIO	C	1677275	1255497	6
1363	0	0	VALLE	MANUFACTURA	C	47822514	34674867	636
1364	12	1	BOGOTA	SERVICIOS	A	45517249	24729656	0
1365	2	1	BOGOTA	MANUFACTURA	C	5566985	2021642	1
1366	13	0	ATLANTICO	SERVICIOS	C	4200716	984919	0
1367	8	0	ATLANTICO	AGROPECUARIO	C	3956453	1395463	0
1368	1	0	BOGOTA	SERVICIOS	B	18759481	18401075	1
1369	1	0	BOLIVAR	TRANSPORTE	C	5492633	4310586	9
1370	0	0	BOGOTA	CONSTRUCCION	A	49597091	34561308	0
1371	9	0	VALLE	MANUFACTURA	C	548198	270087	0
1372	4	0	ANTIOQUIA	SERVICIOS	C	5514429	3264602	37
1373	5	0	SANTANDER	SERVICIOS	C	1288084	1146353	0
1374	1	1	ANTIOQUIA	TRANSPORTE	C	7649299	3882771	0
1375	1	0	BOGOTA	COMERCIO	C	6092273	3052575	10
1376	12	0	VALLE	MANUFACTURA	C	724299	619027	0
1377	3	0	BOGOTA	MANUFACTURA	C	1462437	974280	1
1378	3	0	BOGOTA	AGROPECUARIO	C	199770098	28140871	1
1379	4	0	SANTANDER	CONSTRUCCION	C	7734416	3192463	0
1380	5	0	N_SANTANDER	CONSTRUCCION	C	888498	564353	1
1381	2	0	BOGOTA	MANUFACTURA	B	10276365	6434027	38
1382	4	0	BOLIVAR	CONSTRUCCION	A	447650503	236824567	71
1383	12	0	CAUCA	CONSTRUCCION	C	2370355	2125143	2
1384	5	0	VALLE	COMERCIO	A	11348800	4861000	0
1385	12	0	BOLIVAR	CONSTRUCCION	B	21890423	11772005	172
1386	3	1	BOGOTA	HIDROCARBUROS	A	3560603	38662758	1
1387	8	0	ANTIOQUIA	SERVICIOS	C	1992281	295291	6
1388	3	0	BOGOTA	MANUFACTURA	C	3757740	3366422	1
1389	3	0	ANTIOQUIA	HIDROCARBUROS	C	19399373	14237671	127
1390	2	1	ATLANTICO	SERVICIOS	C	2885426	2211850	1
1391	11	0	BOGOTA	SERVICIOS	B	16509	15700	1
1392	5	0	BOGOTA	MANUFACTURA	A	188846865	126850260	0
1393	4	1	CUNDINAMARCA	CONSTRUCCION	A	71849455	42131824	0
1394	4	0	BOGOTA	MANUFACTURA	C	6284221	4667354	104
1395	4	1	BOGOTA	MANUFACTURA	C	5617	2810	0
1396	3	0	ANTIOQUIA	CONSTRUCCION	C	10666928	6374651	6
1397	3	0	ANTIOQUIA	COMERCIO	B	30113372	30567778	62
1398	1	0	ANTIOQUIA	CONSTRUCCION	A	88822210	68449098	52
1399	0	0	VALLE	COMERCIO	A	142135166	122013475	0
1400	0	0	ANTIOQUIA	CONSTRUCCION	B	18593289	14211478	9
1401	1	0	ATLANTICO	CONSTRUCCION	A	35618080	35061774	11
1402	9	0	VALLE	CONSTRUCCION	B	10177053	10755667	0
1403	3	0	ATLANTICO	AGROPECUARIO	C	1676066	987706	3
1404	1	0	ATLANTICO	SERVICIOS	B	22576567	6067073	7
1405	2	1	MAGDALENA	SinInf	C	5243219	3046199	0
1406	9	0	CESAR	COMERCIO	A	25119716	16003235	1
1407	1	0	SANTANDER	CONSTRUCCION	C	3379519	5942675	1
1408	4	0	ANTIOQUIA	COMERCIO	B	19392041	10691961	18
1409	5	0	ANTIOQUIA	MANUFACTURA	C	8758552	6176128	12
1410	3	0	BOGOTA	CONSTRUCCION	A	96329918	88951886	1
1411	4	0	VALLE	SERVICIOS	B	16030465	9917948	93
1412	1	1	BOYACA	MANUFACTURA	C	402328	534519	1
1413	4	1	SANTANDER	CONSTRUCCION	C	12123919	8379625	38
1414	1	0	BOGOTA	MANUFACTURA	B	17563915	5393749	0
1415	4	0	ANTIOQUIA	MANUFACTURA	C	4417275	3002552	28
1416	4	0	BOGOTA	MANUFACTURA	C	2951179	1894081	12
1417	4	0	BOGOTA	COMERCIO	C	6103338	3340733	1
1418	1	0	BOGOTA	AGROPECUARIO	A	184412975	91270831	23
1419	0	0	BOGOTA	COMERCIO	C	8436163	5216453	0
1420	0	0	BOGOTA	SERVICIOS	C	1694399	1240889	2
1421	1	0	SANTANDER	CONSTRUCCION	C	576288	2880049	1
1422	1	1	BOGOTA	MANUFACTURA	C	416289	6641115	1
1423	1	0	BOGOTA	SERVICIOS	C	3872385	3093545	24
1424	4	0	BOGOTA	MANUFACTURA	B	25266371	18678514	7
1425	1	0	SANTANDER	SERVICIOS	C	6052513	3103368	1
1426	1	1	VALLE	COMERCIO	C	5443278	12135838	1
1427	13	0	VALLE	MANUFACTURA	C	9324844	8143273	0
1428	0	1	VALLE	MANUFACTURA	C	353842	527254	8
1429	8	0	ANTIOQUIA	COMERCIO	C	1946551	3890749	5
1430	0	0	BOGOTA	CONSTRUCCION	A	190215369	98989941	500
1431	3	1	TOLIMA	MANUFACTURA	B	26249026	20405216	1
1432	8	0	SANTANDER	AGROPECUARIO	C	9009606	3135831	28
1433	4	0	BOGOTA	COMERCIO	C	2687475	3022728	0
1434	7	0	ANTIOQUIA	SERVICIOS	C	4174702	387325	23
1435	16	0	BOGOTA	COMERCIO	B	8266793	6680712	35
1436	0	0	BOLIVAR	SERVICIOS	B	29540166973	26723617691	1
1437	3	1	BOGOTA	CONSTRUCCION	C	5891	7854	1
1438	2	0	VALLE	SERVICIOS	A	142679968	133111205	199
1439	9	0	VALLE	COMERCIO	A	149686247	77583659	1
1440	0	1	ATLANTICO	MANUFACTURA	C	2002465	2655049	36
1441	0	0	ATLANTICO	CONSTRUCCION	A	65032174	46643827	0
1442	1	1	BOGOTA	CONSTRUCCION	A	206942120	144098034	27
1443	0	0	BOGOTA	SERVICIOS	C	3963289	3071969	0
1444	4	1	BOGOTA	CONSTRUCCION	A	88475526	141762360	0
1445	4	0	SANTANDER	MANUFACTURA	B	13081819	16693051	150
1446	4	0	VALLE	CONSTRUCCION	C	19311	15525	4
1447	0	0	VALLE	COMERCIO	A	38352393	36613536	0
1448	5	0	SANTANDER	CONSTRUCCION	C	28933967	27835694	11
1449	4	0	BOGOTA	COMERCIO	B	15962062	14441840	0
1450	9	0	BOLIVAR	SERVICIOS	B	10599138	7498197	50
1451	6	0	VALLE	SERVICIOS	C	11493143	8023194	170
1452	4	0	BOGOTA	MANUFACTURA	C	1466916	1809497	0
1453	1	0	SANTANDER	COMERCIO	C	4871138	4158160	20
1454	4	0	BOGOTA	COMERCIO	B	12190676	6642902	49
1455	2	0	ATLANTICO	COMERCIO	B	18870122	12447755	21
1456	5	0	CUNDINAMARCA	MANUFACTURA	A	62839704	81913370	0
1457	7	1	VALLE	TRANSPORTE	C	2594970	3535623	0
1458	3	0	VALLE	SERVICIOS	C	68122053	69076861	5951
1459	5	0	ATLANTICO	SERVICIOS	C	2082992	1880501	3
1460	1	0	SANTANDER	CONSTRUCCION	C	23581750	18048780	0
1461	1	0	SANTANDER	COMERCIO	C	1893795	1109688	1
1462	0	0	BOGOTA	COMERCIO	C	737086	1816411	0
1463	4	0	VALLE	AGROPECUARIO	C	39517547,88	21299480,7	0
1464	0	0	ATLANTICO	SERVICIOS	A	64495806	43078151	78
1465	4	0	ATLANTICO	CONSTRUCCION	B	9349500	8730300	55
1466	4	0	BOGOTA	CONSTRUCCION	C	1634964	826426	4
1467	0	0	BOGOTA	SERVICIOS	B	15254128	4088246	6
1468	11	0	BOGOTA	SERVICIOS	B	20610891	593250	0
1469	8	0	VALLE	MANUFACTURA	C	3550334	2087012	33
1470	11	0	BOGOTA	CONSTRUCCION	C	5811303	5308195	16
1471	0	0	SANTANDER	CONSTRUCCION	C	1177681	1000385	1
1472	1	0	BOGOTA	SERVICIOS	B	16355606	9741139	50
1473	8	0	VALLE	SERVICIOS	C	7448755	4745311	0
1474	0	0	VALLE	SinInf	B	35902338	31348739	34
1475	1	0	BOGOTA	SERVICIOS	B	26943579	30537894	0
1476	4	0	ANTIOQUIA	MANUFACTURA	C	700971	1861553	20
1477	0	1	ATLANTICO	COMERCIO	C	410465	524961	40
1478	0	0	BOGOTA	CONSTRUCCION	B	45104637	30381420	37
1479	3	0	BOLIVAR	COMERCIO	B	41860586	29036735	38
1480	4	0	ATLANTICO	CONSTRUCCION	A	670568855	373469234	13
1481	4	0	ATLANTICO	COMERCIO	C	1482305	1651639	9
1482	0	0	RISARALDA	MANUFACTURA	B	23903519	13231808	29
1483	3	0	ANTIOQUIA	MANUFACTURA	C	1187412	3268772	19
1484	0	0	ANTIOQUIA	SinInf	C	1771084	1231202	1
1485	3	0	ATLANTICO	MANUFACTURA	C	11379084	11508719	12
1486	2	1	ATLANTICO	TRANSPORTE	C	2561072	2304376	33
1487	14	0	VALLE	COMERCIO	C	5262475	4357623	25
1488	5	0	ATLANTICO	COMERCIO	C	24305105	9519565	12
1489	8	0	BOYACA	HIDROCARBUROS	B	15687639	11054888	1
1490	0	0	BOGOTA	AGROPECUARIO	C	4488137	2055841	0
1491	12	0	ATLANTICO	MANUFACTURA	B	39039144	23788415	268
1492	0	1	BOGOTA	MANUFACTURA	C	1865556	1164124	0
1493	2	0	BOGOTA	CONSTRUCCION	A	62133345	67846280	4
1494	6	0	SANTANDER	COMERCIO	C	1924493	1236020	4
1495	4	0	BOGOTA	MANUFACTURA	A	49024977	48487059	132
1496	11	0	CUNDINAMARCA	AGROPECUARIO	C	2777004	1477805	0
1497	0	0	ANTIOQUIA	CONSTRUCCION	C	3147977	2036910	1
1498	11	0	BOGOTA	COMERCIO	A	39768947	34081947	74
1499	2	0	VALLE	COMERCIO	B	18195886	12506231	145
1500	4	1	BOGOTA	COMERCIO	C	7868300	4602659	0
1501	3	0	BOGOTA	COMERCIO	B	33986207	41540841	63
1502	1	0	SAN_ANDRES	SERVICIOS	A	134758296	19837700	0
1503	2	0	CUNDINAMARCA	COMERCIO	C	210946	119733	1
1504	4	0	ATLANTICO	COMERCIO	C	3564290	1958997	13
1505	2	1	ANTIOQUIA	MANUFACTURA	C	41072894	70419000	638
1506	3	0	ARAUCA	CONSTRUCCION	C	2848395	1843418	1
1507	2	0	BOGOTA	SinInf	B	13394196	8009149	43
1508	3	0	BOGOTA	SERVICIOS	C	2281381	1201136	8
1509	9	1	BOLIVAR	SinInf	C	100000	100000	1
1510	2	0	CUNDINAMARCA	MANUFACTURA	A	56281644	31239771	0
1511	4	0	ANTIOQUIA	COMERCIO	C	2919319	2267733	9
1512	9	0	BOGOTA	COMERCIO	C	4910436	4444041	0
1513	2	0	BOGOTA	MANUFACTURA	A	91086752	92497363	556
1514	3	0	VALLE	HIDROCARBUROS	C	4668225	7076537	38
1515	4	0	BOGOTA	SERVICIOS	A	47022285	34765363	10
1516	5	0	SANTANDER	COMERCIO	C	20443893	15626732	4
1517	4	0	SANTANDER	CONSTRUCCION	A	271301618	178734711	68
1518	2	0	ATLANTICO	MANUFACTURA	A	49953322	36535795	0
1519	2	0	VALLE	MANUFACTURA	C	7329882	5190458	13
1520	7	1	BOGOTA	CONSTRUCCION	B	16602467	16745635	0
1521	3	0	BOGOTA	MANUFACTURA	B	10815074	10672817	1
1522	3	0	NARIÑO	TRANSPORTE	B	36455001	36768829	80
1523	3	0	SANTANDER	MANUFACTURA	A	43440961	30377723	0
1524	2	1	SANTANDER	SERVICIOS	C	3507599	7112444	1
1525	4	0	ANTIOQUIA	MANUFACTURA	B	26731206	19431634	468
1526	3	0	VALLE	MANUFACTURA	C	9342371	6465625	0
1527	2	0	ATLANTICO	SERVICIOS	C	3353319	1864029	6
1528	3	1	BOGOTA	CONSTRUCCION	A	62289140	23912529	1
1529	3	0	BOGOTA	MANUFACTURA	C	2063408	1869845	0
1530	4	0	SUCRE	SERVICIOS	C	3641633	2711695	1
1531	1	0	ANTIOQUIA	CONSTRUCCION	A	495861364	346206867	800
1532	5	0	BOYACA	HIDROCARBUROS	B	6986467	7064423	150
1533	15	0	BOGOTA	MANUFACTURA	B	15701983	21668780	43
1534	10	0	ANTIOQUIA	TRANSPORTE	C	2079475	1453768	7
1535	3	0	BOGOTA	SERVICIOS	A	147024030	57337950	126
1536	0	0	ANTIOQUIA	MANUFACTURA	C	4761807	5359942	42
1537	4	1	SANTANDER	SERVICIOS	C	4411402	4356624	1
1538	3	0	META	MANUFACTURA	A	73782738	67162117	119
1539	9	0	BOGOTA	SERVICIOS	C	2174421	1742189	1
1540	1	0	HUILA	CONSTRUCCION	C	221807651	181676946	77
1541	1	0	CUNDINAMARCA	AGROPECUARIO	C	8649584	4662698	36
1542	6	0	ANTIOQUIA	SERVICIOS	C	16449407	10207505	195
1543	1	0	BOGOTA	MANUFACTURA	A	311701082	351221644	855
1544	5	0	BOLIVAR	SERVICIOS	B	27973177	26401806	496
1545	0	1	BOGOTA	CONSTRUCCION	C	13524496	3132428	0
1546	1	0	ANTIOQUIA	COMERCIO	C	11299045	9739968	24
1547	3	1	SANTANDER	CONSTRUCCION	C	220428	598264	1
1548	1	1	BOGOTA	CONSTRUCCION	C	13900566	9964605	1
1549	1	0	BOGOTA	COMERCIO	B	36514826	28724069	686
1550	0	0	BOLIVAR	SERVICIOS	C	15572872512	11335818746	1
1551	2	1	BOGOTA	COMERCIO	B	22344027	14119039	1
1552	7	0	ANTIOQUIA	COMERCIO	C	15594286	22004204	42
1553	7	0	VALLE	SERVICIOS	C	1249599	908698	0
1554	3	0	VALLE	MANUFACTURA	C	25171783	20171583	10
1555	5	0	BOGOTA	MANUFACTURA	C	6480862	3552868	64
1556	12	0	ANTIOQUIA	CONSTRUCCION	A	50651581	18734151	1
1557	2	0	META	AGROPECUARIO	C	6852403	4313012	50
1558	9	0	CUNDINAMARCA	MANUFACTURA	B	21255636	17341921	0
1559	8	0	VALLE	CONSTRUCCION	C	5611467	3743431	0
1560	2	0	RISARALDA	MANUFACTURA	B	13869020	8390533	1
1561	2	0	ANTIOQUIA	SERVICIOS	A	44207787	17071442	208
1562	2	0	ANTIOQUIA	SERVICIOS	C	4967673	3749656	42
1563	2	0	ANTIOQUIA	CONSTRUCCION	B	22414909	16055983	27
1564	3	0	QUINDIO	CONSTRUCCION	C	6933691	8376347	2
1565	2	0	BOGOTA	SERVICIOS	B	14203638	14100832	0
1566	3	0	TOLIMA	AGROPECUARIO	B	12320463	8237215	20
1567	2	1	ATLANTICO	TRANSPORTE	B	11458372	5415240	0
1568	0	0	ATLANTICO	SERVICIOS	B	9154536	7660754	0
1569	15	0	ATLANTICO	COMERCIO	A	38181068	79324221	334
1570	0	1	ATLANTICO	CONSTRUCCION	B	683323	669273	0
1571	1	0	ATLANTICO	CONSTRUCCION	B	24806201	22821430	22
1572	3	1	ATLANTICO	CONSTRUCCION	C	14816197	17666390	40
1573	3	0	ATLANTICO	COMERCIO	C	37555848	29147311	21
1574	6	0	ATLANTICO	SERVICIOS	C	895147	599269	0
1575	8	0	ATLANTICO	MANUFACTURA	B	16742778	8883515	118
1576	0	0	ATLANTICO	CONSTRUCCION	B	31535593	22109326	0
1577	4	0	ATLANTICO	COMERCIO	C	1909157	809289	5
1578	3	0	ATLANTICO	SERVICIOS	C	31884638	14525905	1
1579	4	0	ATLANTICO	TRANSPORTE	C	4821742	2490701	24
1580	3	0	ATLANTICO	SERVICIOS	A	44900797	29041965	1
1581	4	0	ATLANTICO	COMERCIO	B	9631939	6211535	5
1582	10	0	ATLANTICO	COMERCIO	C	571261	476627	0
1583	3	0	ATLANTICO	MANUFACTURA	B	24068950058	28738064781	0
1584	6	0	ATLANTICO	MANUFACTURA	C	3511421	2832643	4
1585	4	0	ATLANTICO	MANUFACTURA	B	25680195	23561856	131
1586	9	0	ATLANTICO	COMERCIO	C	5488907	2814790	14
1587	5	0	ATLANTICO	COMERCIO	C	2801412	1704774	11
1588	8	0	MAGDALENA	MANUFACTURA	C	13571490	11380257	53
1589	5	0	ATLANTICO	MANUFACTURA	C	6668300	5977700	71
1590	4	0	ATLANTICO	CONSTRUCCION	C	6478816	4351099	7
1591	0	0	ATLANTICO	MANUFACTURA	B	15773170	11672769	12
1592	4	0	ATLANTICO	COMERCIO	B	13399525079	9775224064	0
1593	9	0	ATLANTICO	SinInf	C	1282150	767609	10
1594	0	0	ATLANTICO	COMERCIO	A	289338248	117684176	187
1595	0	0	ATLANTICO	COMERCIO	B	10363575	7628541	0
1596	1	0	ATLANTICO	SERVICIOS	A	68672239	43039138	6
1597	6	0	ATLANTICO	CONSTRUCCION	B	6906249	4335394	55
1598	4	0	ATLANTICO	CONSTRUCCION	C	854880	603959	4
1599	0	0	ATLANTICO	COMERCIO	B	29062453	18366603	33
1600	16	0	ATLANTICO	TRANSPORTE	C	2050254	1853228	8
1601	3	0	ATLANTICO	AGROPECUARIO	B	26281015	18124126	1
1602	3	0	ATLANTICO	CONSTRUCCION	C	664083	308160	5
1603	7	0	ATLANTICO	CONSTRUCCION	B	15073295	12495224	0
1604	3	0	ATLANTICO	COMERCIO	C	7549894	5886438	1
1605	0	0	ATLANTICO	SERVICIOS	B	12587363	7590658	0
1606	11	0	ATLANTICO	TRANSPORTE	A	50711643	41125420	235
1607	4	0	ATLANTICO	COMERCIO	C	1039826	832831	7
1608	4	0	ATLANTICO	AGROPECUARIO	B	12935712	7127221	10
1609	16	0	ATLANTICO	COMERCIO	C	1045697	698539	36
1610	3	0	ATLANTICO	COMERCIO	A	52688432	35852809	380
1611	3	0	ATLANTICO	SERVICIOS	B	29870635	19611786	118
1612	0	0	ATLANTICO	COMERCIO	B	32999893	21559837	123
1613	4	0	ATLANTICO	MANUFACTURA	C	2221822	1210372	21
1614	3	0	ATLANTICO	COMERCIO	C	7939859	5724396	38
1615	3	0	ATLANTICO	HIDROCARBUROS	A	42338549	24916293	2
1616	0	0	ATLANTICO	COMERCIO	A	106892321	91132258	12
1617	3	0	ATLANTICO	MANUFACTURA	C	748556	649258	10
1618	4	0	ATLANTICO	COMERCIO	C	1233920	958875	0
1619	3	0	ATLANTICO	MANUFACTURA	B	12750685	12009241	86
1620	7	0	SANTANDER	SERVICIOS	C	5226757	4065856	0
1621	3	0	SANTANDER	SERVICIOS	C	6282218	4962136	5
1622	4	0	SANTANDER	CONSTRUCCION	B	22652895	15938058	18
1623	3	0	SANTANDER	SERVICIOS	C	10102641	5860197	10
1624	4	0	ANTIOQUIA	SERVICIOS	C	17404369	5918167	28
1625	0	1	SANTANDER	COMERCIO	C	259907	126812	0
1626	3	0	SANTANDER	CONSTRUCCION	C	3467392	1795977	1
1627	0	0	SANTANDER	SERVICIOS	C	47147924	52536801	328
